UserId,Book_id,Rating,Titulo
70,1663,2,Brida
70,1835,4,O Demônio e a Srta. Prym
70,1506,4,O Zahir
70,9473,3,Maktub
70,3928,5,When Nietzsche Wept: A Novel of Obsession
70,2027,3,Se una notte d'inverno un viaggiatore
63,121,3,Lolita
63,130,4,The Old Man and the Sea
70,597,5,Don Quijote de La Mancha
70,8704,4,Воскресение
70,653,5,Ensaio Sobre a Cegueira
63,10,2,Pride and Prejudice
63,32,3,Of Mice and Men 
63,315,3,Who Moved My Cheese?
70,154,4,The Tragedy of Macbeth
70,29,5,An Excellent conceited Tragedie of Romeo and Juliet
70,125,5,"The Tragicall Historie of Hamlet
70,353,4,"The Tragedy of Othello
70,770,3,The Tragedy of Julius Caesar
70,530,4,Much Ado About Nothing
70,839,4,The Merchant of Venice
70,248,4,A Midsummer Night's Dream
70,773,3,The Taming of the Shrew
70,8336,3,ماهی سیاه کوچولو
70,270,4,Rebecca
70,489,3,The Prophet
70,606,2,Jonathan Livingston Seagull
72,4,5,To Kill a Mockingbird
72,55,3,Brave New World
72,8,2,The Catcher in the Rye
72,550,5,The Omnivore's Dilemma
70,7810,4,La lenteur
72,1714,5,The Kitchen God's Wife
72,118,5,The Joy Luck Club
72,848,4,The Bonesetter's Daughter
72,867,2,The History of Love
72,10,5,Pride and Prejudice
72,2136,4,The Jane Austen Book Club
72,230,4,Persuasion
72,171,5,Emma
72,471,4,Mansfield Park
70,35,3,O Alquimista
70,401,3,A Farewell to Arms
70,1580,4,Et dukkehjem
70,427,4,The Importance of Being Earnest
70,95,3,The Picture of Dorian Gray
70,935,2,White Fang
73,5024,4,Written on the Body
73,8692,5,Sexing the Cherry
73,6808,5,The Passion
73,3933,3,Spook: Science Tackles the Afterlife
73,758,5,Stiff: The Curious Lives of Human Cadavers
73,268,4,Never Let Me Go
73,820,5,The Remains of the Day
73,380,5,ノルウェイの森 [Noruwei no Mori]
73,851,4,Flowers in the Attic
73,611,3,The Silmarillion
73,270,5,Rebecca
73,3761,4,The Dirt: Confessions of the World's Most Notorious Rock Band
73,7715,5,Essays in Love
73,80,5,Le Petit Prince
73,115,4,Middlesex
73,709,5,Nine Stories
73,8,5,The Catcher in the Rye
73,131,3,The Grapes of Wrath
73,730,3,The Pearl of the World
73,1161,4,Cannery Row 
73,32,4,Of Mice and Men 
73,1970,5,Possession
73,63,4,Wuthering Heights
73,65,4,"Slaughterhouse-Five
73,178,5,The Bell Jar
73,177,4,Преступление и наказание
73,121,5,Lolita
73,219,5,The Chronicles of Narnia
73,162,5,L’Étranger
73,614,3,Der Prozeß
73,587,3,Everything Is Illuminated
73,58,4,The Adventures of Huckleberry Finn
73,6128,5,Maurice
73,427,5,The Importance of Being Earnest
73,180,3,Siddhartha
73,5,4,The Great Gatsby
73,26,3,The Da Vinci Code
73,4,3,To Kill a Mockingbird
73,24,4,Harry Potter and the Goblet of Fire
73,21,4,Harry Potter and the Order of the Phoenix
73,27,4,Harry Potter and the Half-Blood Prince
73,18,4,Harry Potter and the Prisoner of Azkaban
73,10,5,Pride and Prejudice
73,28,5,Lord of the Flies 
73,23,4,Harry Potter and the Chamber of Secrets
73,287,3,The Fountainhead
73,130,4,The Old Man and the Sea
73,405,3,Breakfast of Champions
73,829,3,A Room with a View
73,1949,4,Howards End
73,2403,5,A Passage to India
70,172,5,Анна Каренина
70,10,3,Pride and Prejudice
70,478,3,"The Life and Strange Surprising Adventures of Robinson Crusoe of York
73,171,5,Emma
73,1571,4,The Naked Lunch
73,2097,4,Demian: Die Geschichte einer Jugend
73,570,5,High Fidelity
73,1421,3,A Long Way Down
73,3476,4,Fever Pitch
73,9083,4,31 Songs
73,646,4,Tales of Caunterbury
73,321,5,Where the Red Fern Grows
73,173,5,A Clockwork Orange
73,5210,5,Surveiller et punir. Naissance de la prison
73,2259,3,Il pendolo di Foucault
73,2798,5,"I
73,397,4,Das Parfum. Die Geschichte eines Mörders
73,6634,4,Suttree
73,3808,5,"A Good Man Is Hard to Find
73,4942,5,Wise Blood
73,71,5,"Frankenstein; or
73,97,5,Dracula
73,499,4,American Psycho
73,5238,5,Glamorama
73,66,5,Gone with the Wind
73,618,4,The Hound of the Baskervilles
73,5508,5,"Sherlock Holmes: The Complete Novels and Stories
73,4707,4,The Long Hard Road Out of Hell
73,2,4,Harry Potter and the Philosopher's Stone
59,5,3,The Great Gatsby
59,4068,3,Daddy-Long-Legs       
59,635,3,Sofies Verden
59,1206,3,Na margem do rio Piedra eu sentei e chorei
59,786,3,Falling Up
59,94,3,Cien años de soledad
59,8336,5,ماهی سیاه کوچولو
74,8882,5, سمفونی مردگان
59,80,5,Le Petit Prince
59,26,4,The Da Vinci Code
59,14,3,Animal Farm: A Fairy Story
59,2024,3,La Chute
74,582,5,"Rich Dad 
74,3009,5,Cashflow Quadrant: Rich Dad's Guide to Financial Freedom
59,941,3,The Hours
59,662,4,Interpreter of Maladies
59,378,4,The Namesake
74,125,2,"The Tragicall Historie of Hamlet
74,718,3,The Sound and the Fury
59,35,1,O Alquimista
59,653,3,Ensaio Sobre a Cegueira
74,2323,2,Tell Me Your Dreams
59,6921,4,Funny in Farsi: A Memoir of Growing Up Iranian in America
74,3029,5,Rage of Angels
74,6324,3,"Morning
74,6306,3,Memories of Midnight
74,3569,3,Nothing Lasts Forever
74,2073,5,Master of the Game
74,5423,3,The Sky is Falling
74,5525,3,A Stranger in the Mirror
74,3640,3,Windmills of the Gods
74,6399,4,The Stars Shine Down
74,3760,3,The Sands of Time
74,2595,3,The Other Side of Midnight
74,4353,4,The Sands of Time
74,1755,5,If Tomorrow Comes
73,3457,5,Les Fleurs du mal
73,2903,3,The Power of Myth
73,5283,4,The Hero with a Thousand Faces
73,354,5,Beloved
73,468,4,Their Eyes Were Watching God
73,7416,2,"The Life and Opinions of Tristram Shandy
74,375,4,The Call of the Wild
74,1650,4,The Call of the Wild / White Fang
74,935,4,White Fang
59,629,3,Veronika decide morrer
59,1663,2,Brida
59,489,1,The Prophet
59,5730,4,بوف کور
73,1373,5,The Indian in the Cupboard
73,117,5,A Wrinkle in Time
73,872,4,La peste
73,1113,5,Also sprach Zarathustra
73,621,4,"Are You There God? It's Me
73,999,4,Tales of a Fourth Grade Nothing
75,3254,2,The Stupidest Angel: A Heartwarming Tale of Christmas Terror
75,6777,5,The Dogs of Babel
75,11,5,The Kite Runner 
59,3379,4,Le Père Goriot
75,372,4,Dress Your Family in Corduroy and Denim
75,476,3,The World According to Garp
75,115,4,Middlesex
75,741,4,The Girls' Guide to Hunting and Fishing
75,743,3,"Lamb: The Gospel According to Biff
75,122,4,Wicked: The Life and Times of the Wicked Witch of the West
75,1714,4,The Kitchen God's Wife
75,109,3,Les Misérables
75,7379,3,The Pleasure of My Company
75,22,4,The Lovely Bones
75,150,4,The Red Tent
75,9854,3,The Last Days of Dogtown
75,63,4,Wuthering Heights
75,662,4,Interpreter of Maladies
75,378,4,The Namesake
76,8,4,The Catcher in the Rye
76,24,5,Harry Potter and the Goblet of Fire
76,21,5,Harry Potter and the Order of the Phoenix
76,18,5,Harry Potter and the Prisoner of Azkaban
