book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title
1011,1379961,1379961,3020568,76,067001821X,,Geraldine Brooks,2008,People of the Book,People of the Book
1012,13508607,13508607,19060869,89,1439152802,9.78144E+12,Kate Morton,2012,The Secret Keeper,The Secret Keeper
1013,411053,411053,556134,88,696215322,9.7807E+12,Better Homes and Gardens,1953,Better Homes & Gardens New Cook Book,Better Homes and Gardens New Cook Book  
1014,8698,6091075,3078120,119,330491237,9.78033E+12,Douglas Adams,1984,"So Long, and Thanks for All the Fish","So Long, and Thanks for All the Fish (Hitchhiker's Guide to the Galaxy, #4)"
1015,16631,16631,57612,359,140282580,9.78014E+12,"Hermann Hesse, Basil Creighton",1927,Der Steppenwolf: Erzählung,Steppenwolf
1016,32263,32263,2674805,107,055381706X,9.78055E+12,Tess Gerritsen,2001,The Surgeon,"The Surgeon (Rizzoli & Isles, #1)"
1017,17572903,17572903,19249629,71,670026611,9.78067E+12,Jojo Moyes,2012,The Girl You Left Behind,The Girl You Left Behind
1018,68487,25300956,4668002,94,6480101,9.78001E+12,Robin Hobb,1996,Royal Assassin,"Royal Assassin (Farseer Trilogy, #2)"
1019,414999,414999,209414,172,345347951,9.78035E+12,Arthur C. Clarke,1953,Childhood's End,Childhood's End
1020,37190,37190,1508178,91,763625299,9.78076E+12,"Kate DiCamillo, Timothy Basil Ering",2004, The Tale of Despereaux,The Tale of Despereaux
1021,25460,25460,1582285,37,60852550,9.78006E+12,"Barbara Kingsolver, Steven L. Hopp, Camille Kingsolver, Richard A. Houser",2007,"Animal, Vegetable, Miracle: A Year of Food Life","Animal, Vegetable, Miracle: A Year of Food Life"
1022,20613470,20613470,25128502,46,1619630656,9.78162E+12,Sarah J. Maas,2014,Heir of Fire,"Heir of Fire (Throne of Glass, #3)"
1023,35231,35231,827903,54,812513754,9.78081E+12,Robert Jordan,1994,,"Lord of Chaos (Wheel of Time, #6)"
1024,6218281,6218281,4543476,85,385342306,9.78039E+12,Alan Bradley,2009,The Sweetness at the Bottom of the Pie,"The Sweetness at the Bottom of the Pie (Flavia de Luce, #1)"
1025,7214,7214,10352,38,785263705,9.78079E+12,Donald Miller,2003,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality
1026,10965,10965,1750497,59,385340397,9.78039E+12,Diana Gabaldon,2005,A Breath of Snow and Ashes,"A Breath of Snow and Ashes (Outlander, #6)"
1027,18705209,18705209,17115101,64,1484724917,9.78142E+12,Rick Riordan,2014,The Blood of Olympus,"The Blood of Olympus (The Heroes of Olympus, #5)"
1028,26247008,26247008,49997474,45,1250069793,9.78125E+12,Liane Moriarty,2016,Truly Madly Guilty,Truly Madly Guilty
1029,15704307,15704307,19113524,28,1607066017,9.78161E+12,"Brian K. Vaughan, Fiona Staples",2012,"Saga, Volume One","Saga, Vol. 1 (Saga, #1)"
1030,10996342,10996342,15915002,55,316126691,9.78032E+12,Chad Harbach,2011,The Art of Fielding,The Art of Fielding
1031,4631,4631,2459084,208,99285045,9.7801E+12,Ernest Hemingway,1964,A Moveable Feast,A Moveable Feast
1032,44652,44652,2129546,51,1590385810,9.78159E+12,Brandon Mull,2006,Fablehaven,"Fablehaven (Fablehaven, #1)"
1033,438492,438492,1168377,87,64407683,9.78006E+12,"Lemony Snicket, Brett Helquist",2000,The Wide Window,"The Wide Window (A Series of Unfortunate Events, #3)"
1034,91476,91476,803205,59,451458443,9.78045E+12,Jim Butcher,2001,Grave Peril,"Grave Peril (The Dresden Files, #3)"
1035,10884,10884,985244,78,743264738,9.78074E+12,Walter Isaacson,2007,Einstein. His Life and Universe,Einstein: His Life and Universe
1036,15842441,15842441,16657003,37,1476717486,9.78148E+12,S.C. Stephens,2011,Effortless,"Effortless (Thoughtless, #2)"
1037,5351,5351,1040524,119,385339097,9.78039E+12,John Grisham,1998,The Street Lawyer,The Street Lawyer
1038,310459,310459,1165554,78,014034893X,9.78014E+12,Mildred D. Taylor,1976,"Roll of Thunder, Hear My Cry","Roll of Thunder, Hear My Cry (Logans, #4)"
1039,5899779,5899779,6072122,92,1594743347,9.78159E+12,"Seth Grahame-Smith, Jane Austen",2009,Pride and Prejudice and Zombies,"Pride and Prejudice and Zombies (Pride and Prejudice and Zombies, #1)"
1040,15790837,15790837,21512389,32,316154695,9.78032E+12,David Sedaris,2013,Lets Explore Diabetes with Owls,Let's Explore Diabetes with Owls
1041,12505,12505,6552198,831,679642420,9.78068E+12,"Fyodor Dostoyevsky, Constance Garnett, Alan Myers, Joseph Frank, Anna Brailovsky",1868,Идиот,The Idiot
1042,365,365,1042123,83,671746723,9.78067E+12,Douglas Adams,1987,Dirk Gently's Holistic Detective Agency,Dirk Gently's Holistic Detective Agency (Dirk Gently #1)
1043,1809465,1809465,3025815,96,810994739,9.78081E+12,Jeff Kinney,2008,Rodrick Rules,"Rodrick Rules (Diary of a Wimpy Kid, #2)"
1044,22716447,30268522,41897766,18,804138141,9.7808E+12,Mindy Kaling,2015,Why Not Me?,Why Not Me?
1045,18126198,18126198,25457412,83,62285688,9.78006E+12,Veronica Roth,2014,Four: A Divergent Collection,"Four: A Divergent Story Collection (Divergent, #0.1 - 0.4)"
1046,23453112,23453112,43014915,39,1594206279,9.78159E+12,"Aziz Ansari, Eric Klinenberg",2015,Modern Romance,Modern Romance
1047,11594337,11594337,16536239,49,61992259,9.78006E+12,"Katherine Applegate, Patricia Castelao",2012,The One and Only Ivan,The One and Only Ivan
1048,108229,6545608,1887699,62,393050327,9.78039E+12,Sebastian Junger,1997,The Perfect Storm: A True Story of Men Against the Sea,The Perfect Storm: A True Story of Men Against the Sea
1049,68427,68427,2908871,60,765350378,9.78077E+12,Brandon Sanderson,2005,Elantris,"Elantris (Elantris, #1)"
1050,2118745,2118745,2124180,83,1406310255,9.78141E+12,Patrick Ness,2008,The Knife of Never Letting Go,"The Knife of Never Letting Go (Chaos Walking, #1)"
1051,33512,33512,527677,35,312199430,9.78031E+12,Jim Fergus,1998,One Thousand White Women: The Journals of May Dodd,One Thousand White Women: The Journals of May Dodd (One Thousand White Women#1)
1052,3720975,3720975,3764682,59,743296419,9.78074E+12,Jodi Picoult,2009,Handle with Care,Handle with Care
1053,5093,5093,1178083,12,1416521496,9.78142E+12,"Stephen King, Darrel Anderson",2004,Song of Susannah,"Song of Susannah (The Dark Tower, #6)"
1054,13125947,13125947,14449480,51,525423664,9.78053E+12,Ally Condie,2012,Reached,"Reached (Matched, #3)"
1055,14836,14836,1024288,152,99578514,9.7801E+12,Salman Rushdie,1981,Midnight's Children,Midnight's Children
1056,535441,535441,818,49,1400049628,9.7814E+12,Max Brooks,2004,The Zombie Survival Guide: Complete Protection from the Living Dead,The Zombie Survival Guide: Complete Protection from the Living Dead
1057,5348,5348,2777175,114,440234743,9.78044E+12,John Grisham,1999,The Testament,The Testament
1058,16331,16331,2589654,216,1579126251,9.78158E+12,Agatha Christie,1930,Murder at the Vicarage,"Murder at the Vicarage (Miss Marple, #1)"
1059,227651,227651,1210896,29,1416924981,9.78142E+12,Margaret Peterson Haddix,1998,Among the Hidden ,"Among the Hidden (Shadow Children, #1)"
1060,315425,315425,3100234,44,1594201455,9.78159E+12,Michael Pollan,2007,In Defense of Food: An Eater's Manifesto,In Defense of Food: An Eater's Manifesto
1061,703292,703292,2904401,60,440995779,9.78044E+12,Elizabeth George Speare,1958,The Witch of Blackbird Pond,The Witch of Blackbird Pond
1062,22918050,22918050,42484814,63,,,Kiera Cass,2015,The Heir,"The Heir (The Selection, #4)"
1063,9419,9419,2992357,84,440241898,9.78044E+12,Sophie Kinsella,2002,Shopaholic Ties the Knot,"Shopaholic Ties the Knot (Shopaholic, #3)"
1064,5890,5890,1303710,721,141439610,9.78014E+12,"Wilkie Collins, Matthew Sweet",1859,The Woman in White,The Woman in White
1065,25735012,25735012,43699375,83,316349933,9.78032E+12,"Robert Galbraith, J.K. Rowling",2015,Career of Evil,"Career of Evil (Cormoran Strike, #3)"
1066,5821978,5821978,5994018,50,1416968237,9.78142E+12,Jenny Han,2009,The Summer I Turned Pretty,"The Summer I Turned Pretty (Summer, #1)"
1067,6422,6422,2322486,59,312966970,9.78031E+12,Janet Evanovich,1998,Four to Score ,"Four to Score (Stephanie Plum, #4)"
1068,29209,29209,29679,62,1573225789,9.78157E+12,James McBride,1996,The Color of Water: A Black Man's Tribute to His White Mother,The Color of Water: A Black Man's Tribute to His White Mother
1069,6402364,6402364,6591160,77,60889578,9.78006E+12,"Steven D. Levitt, Stephen J. Dubner",2009,"SuperFreakonomics: Global Cooling, Patriotic Prostitutes, and Why Suicide Bombers Should Buy Life Insurance","SuperFreakonomics: Global Cooling, Patriotic Prostitutes And Why Suicide Bombers Should Buy Life Insurance"
1070,112750,112750,108558,58,385339151,9.78039E+12,Karen Marie Moning,2006,Darkfever,"Darkfever (Fever, #1)"
1071,234184,234184,3107985,65,312857063,9.78031E+12,Terry Goodkind,1995,Stone of Tears,"Stone of Tears (Sword of Truth, #2)"
1072,7114761,7114761,10424899,48,312554168,9.78031E+12,Emily Giffin,2010,Heart of the Matter,Heart of the Matter
1073,5797,5797,1057468,650,141439831,9.78014E+12,"William Makepeace Thackeray, John Carey",1847,Vanity Fair: A Novel Without a Hero,Vanity Fair
1074,4982,4982,905970,102,1857988841,9.78186E+12,Kurt Vonnegut Jr.,1959,The Sirens of Titan,The Sirens of Titan
1075,10625,7278752,6560478,146,2266047426,9.78227E+12,"Stephen King, Dominique Dill",1992,Dolores Claiborne,Dolores Claiborne
1076,25781157,25781157,45630747,46,62414216,9.78006E+12,Cynthia D'Aprix Sweeney,2016,The Nest,The Nest
1077,21326,21326,1138855,28,1563899426,9.78156E+12,"Bill Willingham, Lan Medina, Steve Leialoha, Craig Hamilton, James Jean",2001,"Fables, Volume 1: Legends in Exile","Fables, Vol. 1: Legends in Exile"
1078,1633,1633,5759,115,142000280,9.78014E+12,David    Allen,2001,Getting Things Done: How To Achieve Stress-free Productivity,Getting Things Done: The Art of Stress-Free Productivity
1079,13103,13103,2603195,134,446671002,9.78045E+12,James Redfield,1993,The Celestine Prophecy,"The Celestine Prophecy (Celestine Prophecy, #1)"
1080,12294652,12294652,17271423,33,803736991,9.7808E+12,Huntley Fitzpatrick,2012,My Life Next Door ,My Life Next Door
1081,12959233,12959233,18116611,2,525952926,9.78053E+12,Ken Follett,2012,Winter of the World,Winter of the World (The Century Trilogy #2)
1082,19288239,19288239,24593525,123,385352107,9.78039E+12,"Haruki Murakami, Philip Gabriel",2013,"色彩を持たない多崎つくると、彼の巡礼の年 [Shikisai o motanai Tazaki Tsukuru to, kare no junrei no toshi]",Colorless Tsukuru Tazaki and His Years of Pilgrimage
1083,82970,82970,1822441,46,033041836X,9.78033E+12,Alice Sebold,1999,Lucky,Lucky
1084,59716,59716,1323448,465,140679239X,9.78141E+12,Virginia Woolf,1927,To The Lighthouse ,To the Lighthouse
1085,105576,105576,101768,20,8129104598,9.78813E+12,Chetan Bhagat,2004,Five Point Someone: What Not to Do at IIT,Five Point Someone
1086,30281,30281,3349934,74,425197549,9.78043E+12,Laurell K. Hamilton,1993,Guilty Pleasures,"Guilty Pleasures (Anita Blake, Vampire Hunter, #1)"
1087,19057,19057,2737065,79,375836675,9.78038E+12,Markus Zusak,2002,The Messenger,I Am the Messenger
1088,31463,31463,914540,789,141439653,9.78014E+12,"Thomas Hardy, Rosemarie Morgan, Shannon Russell",1874,Far from the Madding Crowd,Far from the Madding Crowd
1089,34507,34507,583611,115,60855908,9.78006E+12,Terry Pratchett,1987,Equal Rites,"Equal Rites (Discworld, #3; Witches #1)"
1090,24800,24800,856555,37,038560310X,9.78039E+12,Mark Z. Danielewski,2000,House of Leaves,House of Leaves
1091,85379,85379,5376585,105,380718340,9.78038E+12,Patricia Cornwell,1993,Cruel & Unusual,"Cruel & Unusual (Kay Scarpetta, #4)"
1092,17288661,17288661,25046757,91,385537131,9.78039E+12,John Grisham,2013,Sycamore Row,Sycamore Row
1093,8652190,8652190,7366280,61,312650248,9.78031E+12,"P.C. Cast, Kristin Cast",2011,Awakened,"Awakened (House of Night, #8)"
1094,17150,17150,575450,501,1583485090,9.78158E+12,Willa Cather,1918,My Ántonia,My Ántonia
1095,213753,213753,206925,32,152061548,,Susan Beth Pfeffer,2006,Life As We Knew It,"Life As We Knew It (Last Survivors, #1)"
1096,706,706,1589081,20,713998946,9.78071E+12,"Jon Stewart, Ben Karlin, David Javerbaum, Rich Bloomquist, Steve Bodow, Tim Carvell, Eric Drysdale, J.R. Havlan, Scott Jacobson, Tom Johnson, Rob Kutner, Chris Regan, Jason Reich, Jason Ross, Stephen Colbert, Samantha Bee, Rob Corddry, Brendan Hay, Ed Helms",2004,America (The Book): A Citizen's Guide to Democracy Inaction,America (The Book): A Citizen's Guide to Democracy Inaction
1097,89375,89375,2957021,54,800759494,9.7808E+12,"Don Piper, Cecil Murphey",2004,90 Minutes in Heaven,90 Minutes in Heaven: A True Story of Death and Life
1098,17407748,17407748,24248331,92,1455520659,9.78146E+12,Nicholas Sparks,2012,The Longest Ride,The Longest Ride
1099,57854,67896,100074,1265,679776192,9.78068E+12,"Lao Tzu, Gia-Fu Feng, Jane English, Chungliang Al Huang, Rowena Pattee Kryder, Toinette Lippe",-300,道德經 [dào dé jīng],Tao Te Ching
1100,78983,78983,1084150,104,312995059,9.78031E+12,Jeffrey Archer,1979,Kane and Abel,"Kane and Abel (Kane and Abel, #1)"
1101,1609451,1609451,3079132,53,743496744,9.78074E+12,Jodi Picoult,2008,Change of Heart,Change of Heart
1102,32370,32370,1825967,40,312423799,9.78031E+12,Augusten Burroughs,2003,Dry: A Memoir,Dry
1103,80568,80568,3164888,60,446613347,9.78045E+12,James Patterson,2001,Sam's Letters To Jennifer,Sam's Letters to Jennifer
1104,25644601,25644601,45460946,84,1101946342,9.7811E+12,E.L. James,2015,Grey,"Grey (Fifty Shades, #4)"
1105,106,106,3634570,140,441172695,9.78044E+12,Frank Herbert,1969,Dune Messiah ,Dune Messiah (Dune Chronicles #2)
1106,17267,17267,1215780,82,6280560,9.79001E+12,C.S. Lewis,1945,The Great Divorce,The Great Divorce
1107,80536,80536,3111329,50,1416528636,9.78142E+12,Jennifer Weiner,2004,Little Earthquakes,Little Earthquakes
1108,46306,46306,942531,521,517092913,9.78052E+12,"Hans Christian Andersen, Lily Owens, Arthur Rackham, Hans Richter",1835,Eventyr og historier,The Complete Fairy Tales
1109,6466909,6466909,6657415,21,316075809,9.78032E+12,Mark Cotta Vaz,2009,New Moon: The Complete Illustrated Movie Companion,"New Moon: The Complete Illustrated Movie Companion (The Twilight Saga: The Official Illustrated Movie Companion, #2)"
1110,24445517,24445517,24878180,41,,,Colleen Hoover,2014,Maybe Someday,"Maybe Someday (Maybe, #1)"
1111,31101,31101,1581343,41,767905202,9.78077E+12,Jane Green,1999,Mr Maybe,Mr. Maybe
1112,77392,77392,535245,5,553213172,9.78055E+12,L.M. Montgomery,1915,Anne of the Island,"Anne of the Island (Anne of Green Gables, #3)"
1113,51893,51893,196327,970,140047484,9.78014E+12,"Friedrich Nietzsche, Walter Kaufmann",1883,Also sprach Zarathustra,Thus Spoke Zarathustra
1114,156538,156538,1016482,434,140620192,9.78014E+12,"Elizabeth Gaskell, Alan Shelston",1854,North and South,North and South
1115,11330361,11330361,16258764,43,1451629184,9.78145E+12,Jaycee Dugard,2011,A Stolen Life,A Stolen Life
1116,7913305,7913305,11196793,45,,,Amish Tripathi,2010,The Immortals of Meluha,"The Immortals of Meluha (Shiva Trilogy, #1)"
1117,8650,8650,1212784,121,752224417,9.78075E+12,Michael Crichton,1995,The Lost World,"The Lost World (Jurassic Park, #2)"
1118,9593913,9593913,14480925,73,62014536,9.78006E+12,Lauren Oliver,2013,Requiem,"Requiem (Delirium, #3)"
1119,13890,13890,791214,56,812550285,9.78081E+12,Robert Jordan,1996,A Crown of Swords,"A Crown of Swords (Wheel of Time, #7)"
1120,21348,21348,868263,942,192840509,9.78019E+12,"Aesop, Laura Harris, Laura Gibbs",-560,Aesopica,Aesop's Fables
1121,394535,394535,1065465,102,679728759,9.78068E+12,Cormac McCarthy,1985,Blood Meridian: Or the Evening Redness in the West,"Blood Meridian, or the Evening Redness in the West"
1122,12751687,12751687,17892468,57,1442426675,9.78144E+12,Becca Fitzpatrick,2012,Finale,"Finale (Hush, Hush, #4)"
1123,13440,13440,1814,2,751504386,9.78075E+12,Stephen King,1985,Skeleton Crew,Skeleton Crew
1124,22206,22206,1311854,67,99437961,9.7801E+12,Chuck Palahniuk,2002,Lullaby,Lullaby
1125,6969361,6969361,7208552,21,8129115301,9.78813E+12,Chetan Bhagat,2009,Two States,2 States: The Story of My Marriage
1126,263145,263145,255083,25,1421508222,9.78142E+12,"Matsuri Hino, Tomo Kimura",2005,ヴァンパイア騎士 1,"Vampire Knight, Vol. 1 (Vampire Knight, #1)"
1127,91478,91478,912988,46,451458923,9.78045E+12,Jim Butcher,2002,Summer Knight,"Summer Knight (The Dresden Files, #4)"
1128,61975,61975,2467422,99,345484266,9.78035E+12,"Anne McCaffrey, Teodor Panasiński",1968,Dragonflight,"Dragonflight (Dragonriders of Pern, #1)"
1129,1081560,1081560,1068303,3,618968474,9.78062E+12,"John D. Rateliff, J.R.R. Tolkien",2007,"The History of the Hobbit, Part One: Mr. Baggins","The History of the Hobbit, Part One: Mr. Baggins"
1130,17788401,17788401,24878172,21,,,Colleen Hoover,2014,Ugly Love,Ugly Love
1131,47401,47401,2930558,143,014100018X,9.78014E+12,Joanne Harris,1998,Chocolat,"Chocolat (Chocolat, #1)"
1132,293101,293101,284389,43,553116606,9.78055E+12,Jay Anson,1977,The Amityville Horror,The Amityville Horror
1133,11713,11713,3009869,58,771068719,9.78077E+12,Michael Ondaatje,1992,The English Patient,The English Patient
1134,13639050,13639050,19252471,38,1936305550,9.78194E+12,Sylvain Reynard,2012,Gabriel's Rapture,"Gabriel's Rapture (Gabriel's Inferno, #2)"
1135,11012,11012,260248,1101,192839993,9.78019E+12,"James Joyce, Jeri Johnson",1914,Dubliners,Dubliners
1136,5941033,5941033,6113503,74,1400063736,9.7814E+12,Colum McCann,2009,Let the Great World Spin,Let the Great World Spin
1137,227865,227865,1333018,119,141321318,9.78014E+12,Eoin Colfer,2003,The Eternity Code,"The Eternity Code (Artemis Fowl, #3)"
1138,43933,43933,977015,119,440236703,9.78044E+12,Harlan Coben,2001,Tell No One,Tell No One
1139,17660,17660,150226,109,,,Stephen King,1987,The Tommyknockers,The Tommyknockers
1140,5287473,5287473,5354884,53,1423121309,9.78142E+12,Rachel Hawkins,2010,Hex Hall,"Hex Hall (Hex Hall, #1)"
1141,13099738,13099738,18272194,33,761169253,9.78076E+12,Austin Kleon,2010,Steal Like an Artist,Steal Like an Artist: 10 Things Nobody Told You About Being Creative
1142,816,816,1166797,3,60512806,9.78006E+12,Neal Stephenson,1999,Cryptonomicon,Cryptonomicon
1143,16102004,16102004,21912533,47,1476730105,9.78148E+12,Christina Lauren,2013,Beautiful Bastard,"Beautiful Bastard (Beautiful Bastard, #1)"
1144,14249,14249,718772,51,60959037,9.78006E+12,Barbara Kingsolver,2000,Prodigal Summer,Prodigal Summer
1145,5204,5204,420701,52,452282829,9.78045E+12,Joyce Carol Oates,1996,We Were the Mulvaneys,We Were the Mulvaneys
1146,102920,102920,2415847,37,006097625X,9.78006E+12,Scott McCloud,1993,Understanding Comics: The Invisible Art,Understanding Comics: The Invisible Art
1147,7842288,7842288,10937544,76,316077054,9.78032E+12,"Kami Garcia, Margaret Stohl",2010,Beautiful Darkness,"Beautiful Darkness (Caster Chronicles, #2)"
1148,12391521,12391521,14262366,47,1594485755,9.78159E+12,Jon Ronson,2011,The Psychopath Test,The Psychopath Test: A Journey Through the Madness Industry
1149,14865,14865,3254054,65,743454553,9.78074E+12,Jodi Picoult,2005,Vanishing Acts,Vanishing Acts
1150,15159,15159,2837,102,330419641,9.78033E+12,David Baldacci,1995,Absolute Power,Absolute Power
1151,6858,6858,1268422,51,312976275,9.78031E+12,Janet Evanovich,2000,Hot Six,"Hot Six (Stephanie Plum, #6)"
1152,13624688,13624688,19426990,61,1401322786,9.7814E+12,Mitch Albom,2012,The Time Keeper,The Time Keeper
1153,33456,33456,3258721,38,60590270,9.78006E+12,Christopher Moore,2006,A Dirty Job,"A Dirty Job (Grim Reaper, #1)"
1154,1301,1301,416305,39,393324818,9.78039E+12,Michael   Lewis,2003,Moneyball: The Art of Winning an Unfair Game,Moneyball: The Art of Winning an Unfair Game
1155,334123,334123,1121748,99,078681859X,9.78079E+12,Jonathan Stroud,2003,The Amulet of Samarkand,"The Amulet of Samarkand (Bartimaeus, #1)"
1156,611298,611298,2884260,28,446580503,9.78045E+12,"Stephen Colbert, Richard Dahm, Paul Dinello, Allison Silverman, Michael Brumm, Eric Drydale, Rob Dubbin, Glenn Eichler, Peter Grosz, Peter Gwinn, Jay Katsir, Laura Krafft, Frank Lesser, Tom Purcell",2007,I Am America (And So Can You!),I Am America (And So Can You!)
1157,763362,763362,749449,86,688014291,9.78069E+12,"Kenneth H. Blanchard, Spencer Johnson",1981,The One Minute Manager,The One Minute Manager
1158,42697,42697,804397,79,553258478,9.78055E+12,Leon Uris,1958,Exodus,Exodus
1159,77163,77163,1253009,30,068484477X,9.78068E+12,Ursula Hegi,1994,Stones from the River,Stones from the River
1160,2052,2052,1222673,238,394758285,9.78039E+12,Raymond Chandler,1939,The Big Sleep,"The Big Sleep (Philip Marlowe, #1)"
1161,4799,4799,824028,155,014200068X,9.78014E+12,John Steinbeck,1945,Cannery Row ,Cannery Row
1162,11230081,11230081,16156051,32,446585025,9.78045E+12,Ellen DeGeneres,2011,Seriously...I'm Kidding,Seriously... I'm Kidding
1163,65119,65119,1209957,83,439272637,9.78044E+12,"Lemony Snicket, Brett Helquist",2000,The Miserable Mill,"The Miserable Mill (A Series of Unfortunate Events, #4)"
1164,11250053,11250053,16176521,57,316175676,9.78032E+12,Eowyn Ivey,2012,The Snow Child,The Snow Child
1165,17314430,17314430,23981243,42,,2.94002E+12,"J. Lynn, Jennifer L. Armentrout",2013,Wait for You,"Wait for You (Wait for You, #1)"
1166,3293821,3293821,3330329,81,810970686,9.78081E+12,Jeff Kinney,2009,The Last Straw,"The Last Straw (Diary of a Wimpy Kid, #3)"
1167,6656,6656,809248,1579,679433139,9.78068E+12,"Dante Alighieri, Allen Mandelbaum, Eugenio Montale",1308,La Divina Commedia,The Divine Comedy
1168,48757,48757,55188,67,1405204265,9.78141E+12,"Benjamin Hoff, Ernest H. Shepard",1982,The Tao of Pooh,The Tao of Pooh
1169,13047090,13047090,18211575,44,1620610116,9.78162E+12,Jennifer L. Armentrout,2012,Onyx,"Onyx (Lux, #2)"
1170,13104080,13104080,18276967,45,62085530,9.78006E+12,Tahereh Mafi,2013,"Unravel Me (Shatter Me, #2)","Unravel Me (Shatter Me, #2)"
1171,28078,28078,815591,65,812968972,9.78081E+12,Sarah Dunant,2003,The Birth of Venus,The Birth of Venus
1172,114954,114954,1537541,100,,9.78142E+12,Eoin Colfer,2005,The Opal Deception,"The Opal Deception  (Artemis Fowl, #4)"
1173,25074850,25074850,27669153,111,385354282,9.78039E+12,"David Lagercrantz, Stieg Larsson, George Goulding",2015,Det som inte dödar oss,"The Girl in the Spider's Web (Millennium, #4)"
1174,26893819,26893819,42856015,59,081299860X,9.78081E+12,Emma Cline,2016,The Girls,The Girls
1175,179064,179064,2715267,34,1582349908,9.78158E+12,Shannon Hale,2003,The Goose Girl,"The Goose Girl (The Books of Bayern, #1)"
1176,21671,21671,1234249,97,60584750,9.78006E+12,Dennis Lehane,2001,Mystic River,Mystic River
1177,7619057,15842439,10090210,73,99549344,9.7801E+12,Isaac Marion,2010,Warm Bodies,"Warm Bodies (Warm Bodies, #1)"
1178,62446,62446,2071994,927,451528352,9.78045E+12,"Mark Twain, Everett H. Emerson",1881,The Prince and the Pauper,The Prince and the Pauper
1179,16690,16690,1048525,105,340837942,9.78034E+12,Robert A. Heinlein,1966,The Moon is a Harsh Mistress,The Moon is a Harsh Mistress
1180,6642715,6642715,19051480,85,670021458,9.78067E+12,"Elif Shafak, إليف شافاق, ارسلان فصیحی, محمد درويش",2010,The Forty Rules of Love,The Forty Rules of Love
1181,6423,6423,1874115,54,330371231,9.78033E+12,Janet Evanovich,1999,High Five,"High Five (Stephanie Plum, #5)"
1182,13596166,13596166,19185026,82,1781162646,9.78178E+12,Stephen King,2013,Joyland,Joyland
1183,13154150,13154150,18332367,30,1612620248,9.78161E+12,"Hajime Isayama, Sheldon Drzka",2010,進撃の巨人 1,"Attack on Titan, Vol. 1 (Attack on Titan, #1)"
1184,46164,46164,8272,406,068480154X,9.78068E+12,F. Scott Fitzgerald,1933,Tender Is the Night,Tender Is the Night
1185,306654,306654,1187268,46,038531258X,9.78039E+12,Olive Ann Burns,1984,Cold Sassy Tree,Cold Sassy Tree
1186,92517,92517,1324493,70,811214044,9.78081E+12,Tennessee Williams,1945,The Glass Menagerie,The Glass Menagerie
1187,13586707,35036409,19174054,9,1609450787,9.78161E+12,"Elena Ferrante, Ann Goldstein",2011,L'amica geniale,My Brilliant Friend (The Neapolitan Novels #1)
1188,368593,368593,1885647,106,307353133,9.78031E+12,Timothy Ferriss,2007,"The 4-Hour Workweek: Escape 9-5, Live Anywhere, and Join the New Rich",The 4-Hour Workweek
1189,43877,43877,43268,138,62515675,9.78006E+12,Robin S. Sharma,1996,The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams & Reaching Your Destiny,The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams  Reaching Your Destiny
1190,10054335,10054335,14950407,49,670022691,9.78067E+12,Amor Towles,2011,Rules of Civility,Rules of Civility
1191,61179,61179,924711,89,575077026,9.78058E+12,Larry Niven,1970,Ringworld,"Ringworld (Ringworld, #1)"
1192,7824322,7824322,10870318,89,399254129,9.7804E+12,Ruta Sepetys,2011,Between Shades of Gray,Between Shades of Gray
1193,439173,439173,1993854,49,689818769,9.78069E+12,"Andrew Clements, Brian Selznick",1996,Frindle,Frindle
1194,6578293,6578293,6771716,84,810983915,9.78081E+12,Jeff Kinney,2009,Dog Days,"Dog Days (Diary of a Wimpy Kid, #4)"
1195,13602426,13602426,19195697,43,62065246,9.78006E+12,Louise Erdrich,2012,The Round House,The Round House
1196,18130,18130,1196035,66,,9.78044E+12,Madeleine L'Engle,1973,A Wind in the Door,"A Wind in the Door (A Wrinkle in Time Quintet, #2)"
1197,13615258,13615258,19216323,10,006223742X,9.78006E+12,Veronica Roth,2012,Free Four: Tobias Tells the Divergent Story,"Free Four: Tobias Tells the Divergent Knife-Throwing Scene (Divergent, #1.5)"
1198,22822858,22822858,42375710,55,385539258,9.78039E+12,Hanya Yanagihara,2015,A Little Life,A Little Life
1199,156534,156534,151061,19,1563899809,9.78156E+12,"Brian K. Vaughan, Pia Guerra, José Marzán Jr.",2003,"Y: The Last Man, Vol. 1: Unmanned","Y: The Last Man, Vol. 1: Unmanned"
1200,10803121,10803121,15035863,45,765330423,9.78077E+12,Brandon Sanderson,2011,The Alloy of Law,"The Alloy of Law (Mistborn, #4)"
1201,7981206,7981206,12401364,55,,,Charlaine Harris,2011,Dead Reckoning,"Dead Reckoning (Sookie Stackhouse, #11)"
1202,60792,60792,1070136,87,345452003,9.78035E+12,"Anne Tyler, Jennifer Bassett",1985,The Accidental Tourist,The Accidental Tourist
1203,12000020,12000020,16964419,41,1442408928,9.78144E+12,Benjamin Alire Sáenz,2012,Aristotle and Dante Discover the Secrets of the Universe,"Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe, #1)"
